Time,Fuel,Fan,Feed,Temp,O2
9/30/2012 9:43,15,90,100,899.9245002,5.20272855
9/30/2012 9:43,15,90,100,899.9396002,5.152046414
9/30/2012 9:43,15,90,100,899.9516802,5.11403481
9/30/2012 9:43,15,90,100,899.961344,5.085526108
9/30/2012 9:44,15,90,100,899.9690752,5.06414458
9/30/2012 9:44,15,90,100,899.9752602,5.048108436
9/30/2012 9:44,15,90,100,899.9802082,5.036081326
9/30/2012 9:44,15,90,100,899.9841666,5.027060994
9/30/2012 9:44,15,90,100,899.9873332,5.020295746
9/30/2012 9:44,15,90,100,899.9898666,5.01522181
9/30/2012 9:45,15,90,100,899.9918932,5.011416358
9/30/2012 9:45,15,90,100,899.9935146,5.008562268
9/30/2012 9:45,15,90,100,899.9948116,5.0064217
9/30/2012 9:45,15,90,100,899.9958494,5.004816276
9/30/2012 9:45,15,90,100,899.9966794,5.003612206
9/30/2012 9:45,15,90,100,899.9973436,5.002709156
9/30/2012 9:46,15,90,100,899.9978748,5.002031866
9/30/2012 9:46,15,90,100,899.9982998,5.0015239
9/30/2012 9:46,15,90,100,899.99864,5.001142924
9/30/2012 9:46,15,90,100,899.998912,5.000857194
9/30/2012 9:46,15,90,100,899.9991296,5.000642896
9/30/2012 9:46,15,90,100,899.9993036,5.000482172
9/30/2012 9:47,15,90,100,899.999443,5.000361628
9/30/2012 9:47,15,90,100,899.9995544,5.000271222
9/30/2012 9:47,15,90,100,899.9996434,5.000203416
9/30/2012 9:47,15,90,100,899.9997148,5.000152562
9/30/2012 9:47,15,90,100,899.9997718,5.000114422
9/30/2012 9:47,15,90,100,899.9998174,5.000085816
9/30/2012 9:48,15,90,100,899.999854,5.000064362
9/30/2012 9:48,15,90,100,899.9998832,5.000048272
9/30/2012 9:48,15,85.5,100,899.9999066,5.000036204
9/30/2012 9:48,15,85.5,100,899.9999252,5.000027152
9/30/2012 9:48,15,85.5,100,899.9999402,5.000020364
9/30/2012 9:48,15,85.5,100,899.9999522,5.000015274
9/30/2012 9:49,15,85.5,100,899.9999618,5.000011456
9/30/2012 9:49,15,85.5,100,899.9999694,5.000008592
9/30/2012 9:49,15,85.5,100,899.9999754,5.000006444
9/30/2012 9:49,15,85.5,100,899.9999804,5.000004832
9/30/2012 9:49,15,85.5,100,899.9999844,5.000003624
9/30/2012 9:49,15,85.5,100,899.9999874,5.000002718
9/30/2012 9:50,15,85.5,100,899.99999,5.000002038
9/30/2012 9:50,15,85.5,100,899.999992,5.00000153
9/30/2012 9:50,15,85.5,100,900.1124936,4.325001146
9/30/2012 9:50,15,85.5,100,900.2024948,3.81875086
9/30/2012 9:50,15,85.5,100,900.2744958,3.439063146
9/30/2012 9:50,15,85.5,100,900.3320968,3.154297358
9/30/2012 9:51,15,85.5,100,900.3781774,2.94072302
9/30/2012 9:51,15,85.5,100,900.4150418,2.780542264
9/30/2012 9:51,15,85.5,100,900.4445336,2.660406698
9/30/2012 9:51,15,85.5,100,900.4681268,2.570305024
9/30/2012 9:51,15,85.5,100,900.4870014,2.502728768
9/30/2012 9:51,15,85.5,100,900.5021012,2.452046576
9/30/2012 9:52,15,85.5,100,900.514181,2.414034932
9/30/2012 9:52,15,85.5,100,900.5238448,2.385526198
9/30/2012 9:52,15,85.5,100,900.5315758,2.36414465
9/30/2012 9:52,15,85.5,100,900.5377606,2.348108486
9/30/2012 9:52,15,85.5,100,900.5427086,2.336081366
9/30/2012 9:52,15,85.5,100,900.5466668,2.327061024
9/30/2012 9:53,15,85.5,100,900.5498334,2.320295768
9/30/2012 9:53,15,85.5,100,900.5523668,2.315221826
9/30/2012 9:53,15,85.5,100,900.5543934,2.31141637
9/30/2012 9:53,15,85.5,100,900.5560148,2.308562278
9/30/2012 9:53,15,85.5,100,900.5573118,2.306421708
9/30/2012 9:53,15,85.5,100,900.5583494,2.30481628
9/30/2012 9:54,15,85.5,100,900.5591796,2.30361221
9/30/2012 9:54,15,85.5,100,900.5598436,2.302709158
9/30/2012 9:54,15,85.5,100,900.560375,2.302031868
9/30/2012 9:54,15,85.5,100,900.5608,2.301523902
9/30/2012 9:54,15,85.5,100,900.56114,2.301142926
9/30/2012 9:54,15,85.5,100,900.561412,2.300857194
9/30/2012 9:55,15,85.5,100,900.5616296,2.300642896
9/30/2012 9:55,15,85.5,100,900.5618036,2.300482172
9/30/2012 9:55,15,85.5,100,900.561943,2.300361628
9/30/2012 9:55,15,85.5,100,900.5620544,2.300271222
9/30/2012 9:55,15,85.5,100,900.5621434,2.300203416
9/30/2012 9:55,15,85.5,100,900.5622148,2.300152562
9/30/2012 9:56,15,85.5,100,900.5622718,2.300114422
9/30/2012 9:56,15,85.5,100,900.5623174,2.300085816
9/30/2012 9:56,15,85.5,100,900.562354,2.300064362
9/30/2012 9:56,15,85.5,100,900.5623832,2.300048272
9/30/2012 9:56,15,90,100,900.5624066,2.300036204
9/30/2012 9:56,15,90,100,900.5624252,2.300027152
9/30/2012 9:57,15,90,100,900.5624402,2.300020364
9/30/2012 9:57,15,90,100,900.5624522,2.300015274
9/30/2012 9:57,15,90,100,900.5624618,2.300011456
9/30/2012 9:57,15,90,100,900.5624694,2.300008592
9/30/2012 9:57,15,90,100,900.5624754,2.300006444
9/30/2012 9:57,15,90,100,900.5624804,2.300004832
9/30/2012 9:58,15,90,100,900.5624844,2.300003624
9/30/2012 9:58,15,90,100,900.5624874,2.300002718
9/30/2012 9:58,15,90,100,900.56249,2.300002038
9/30/2012 9:58,15,90,100,900.562492,2.30000153
9/30/2012 9:58,15,90,100,900.4499936,2.975001146
9/30/2012 9:58,15,90,100,900.3599948,3.48125086
9/30/2012 9:59,15,90,100,900.2879958,3.860938146
9/30/2012 9:59,15,90,100,900.2303968,4.145703608
9/30/2012 9:59,15,90,100,900.1843174,4.359277706
9/30/2012 9:59,15,90,100,900.1474538,4.51945828
9/30/2012 9:59,15,90,100,900.1179632,4.63959371
9/30/2012 9:59,15,90,100,900.0943704,4.729695282
9/30/2012 10:00,15,90,100,900.0754964,4.797271462
9/30/2012 10:00,15,90,100,900.0603972,4.847953596
9/30/2012 10:00,15,90,100,900.0483176,4.885965198
9/30/2012 10:00,15,90,100,900.0386542,4.914473898
9/30/2012 10:00,15,90,100,900.0309234,4.935855424
9/30/2012 10:00,15,90,100,900.0247386,4.951891568
9/30/2012 10:01,15,90,100,900.019791,4.963918676
9/30/2012 10:01,15,90,100,900.0158328,4.972939006
9/30/2012 10:01,15,90,100,900.0126662,4.979704256
9/30/2012 10:01,15,90,100,900.010133,4.984778192
9/30/2012 10:01,15,90,100,900.0081064,4.988583644
9/30/2012 10:01,15,90,100,900.006485,4.991437732
9/30/2012 10:02,15,90,100,900.005188,4.9935783
9/30/2012 10:02,15,90,100,900.0041504,4.995183724
9/30/2012 10:02,15,90,100,900.0033204,4.996387794
9/30/2012 10:02,15,90,100,900.0026562,4.997290846
9/30/2012 10:02,15,90,100,900.002125,4.997968134
9/30/2012 10:02,15,90,100,900.0017,4.9984761
9/30/2012 10:03,15,90,100,900.00136,4.998857076
9/30/2012 10:03,15,90,100,900.001088,4.999142806
9/30/2012 10:03,15,90,105,900.0008704,4.999357104
9/30/2012 10:03,15,90,105,900.0006964,4.999517828
9/30/2012 10:03,15,90,105,900.000557,4.999638372
9/30/2012 10:03,15,90,105,900.0004456,4.999728778
9/30/2012 10:04,15,90,105,900.0003566,4.999796584
9/30/2012 10:04,15,90,105,900.0002852,4.999847438
9/30/2012 10:04,15,90,105,900.0002282,4.999885578
9/30/2012 10:04,15,90,105,900.0001826,4.999914184
9/30/2012 10:04,15,90,105,900.000146,4.999935638
9/30/2012 10:04,15,90,105,900.0001168,4.999951728
9/30/2012 10:05,15,90,105,900.0000934,4.999963796
9/30/2012 10:05,15,90,105,900.0000748,4.999972848
9/30/2012 10:05,15,90,105,900.0000598,4.999979636
9/30/2012 10:05,15,90,105,900.0000478,4.999984726
9/30/2012 10:05,15,90,105,900.0000382,4.999988544
9/30/2012 10:05,15,90,105,900.0000306,4.999991408
9/30/2012 10:06,15,90,105,900.0000244,4.999993556
9/30/2012 10:06,15,90,105,900.0000196,4.999995168
9/30/2012 10:06,15,90,105,900.0000156,4.999996376
9/30/2012 10:06,15,90,105,900.0000126,4.999997282
9/30/2012 10:06,15,90,105,900.00001,4.999997962
9/30/2012 10:06,15,90,105,900.000008,4.99999847
9/30/2012 10:07,15,90,105,899.7000064,4.749998854
9/30/2012 10:07,15,90,105,899.4600052,4.56249914
9/30/2012 10:07,15,90,105,899.2680042,4.421874354
